user-id,top_categories,most_played_publisher,most_played_platform,average_spending,favorite_tags
201968130,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
56901667,"Multi-player, Cross-Platform Multiplayer, VR Support",Activision;Aspyr Mac,windows;linux,9.995,"Action, Multiplayer, Free to Play, FPS"
84659295,"Single-player, Multi-player, Steam Achievements",2K;Aspyr Mac;Aspyr Linux,windows;mac;linux,13.59,"FPS, Zombies, Co-op, Strategy, Turn-Based Strategy"
285792368,"Single-player, Steam Achievements, Captions available",Valve,windows;mac;linux,7.19,"Singleplayer, Puzzle, First-Person"
265545744,"Multi-player, Steam Trading Cards, Steam Workshop",Valve,windows;mac;linux,0,"Free to Play, FPS, Multiplayer, MOBA, Strategy"
237390911,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
205171017,"Multi-player, Steam Trading Cards, Steam Workshop",Valve,windows;mac;linux,9.445,"Multiplayer, Free to Play, MOBA, Strategy, FPS"
178233300,"Multi-player, Steam Trading Cards, Valve Anti-Cheat enabled",Valve,windows;mac;linux,1.665,"Free to Play, FPS, Multiplayer, Zombies, Survival"
110238251,"Single-player, Multi-player, Steam Trading Cards",SEGA,windows;mac,29.99,"Strategy, Historical, Turn-Based Strategy, War"
139841475,"Single-player, Steam Achievements, Full controller support",Focus Home Interactive,windows,11.99,"Action, Sci-fi, RPG"
199363978,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
262017556,"Single-player, Multi-player, MMO",Nexon Korea Corporation,windows,0,"Multiplayer, Free to Play, Zombies"
266874064,"Multi-player, Steam Trading Cards, Steam Workshop",Valve,windows;mac;linux,4.996666667,"Multiplayer, Free to Play, MOBA, Strategy, FPS"
213893829,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
170947678,"Single-player, Multi-player, Steam Trading Cards",Rockstar Games,windows,14.24166667,"Open World, Action, Multiplayer, Simulation, Free to Play"
45617627,"Single-player, Steam Achievements, Steam Cloud",Valve,windows,12.1932967,"Action, FPS, Open World, Sci-fi, Adventure"
70345887,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
306955075,"Single-player, Partial Controller Support",United Independent Entertainment GmbH,windows,14.99,"Action, Simulation, Agriculture"
53711793,"Multi-player, Valve Anti-Cheat enabled, Steam Achievements",Valve,windows;mac;linux,9.882727273,"FPS, Multiplayer, Action, World War II, Shooter"
253224439,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
258633808,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
25490518,"Multi-player, Valve Anti-Cheat enabled, Includes Source SDK",Valve,windows;mac;linux,4.5925,"FPS, Multiplayer, Action, Free to Play, MOBA"
195780309,"Steam Achievements, Single-player, Steam Trading Cards",Valve,windows,9.503030303,"Multiplayer, Free to Play, Action, Open World, FPS"
203968405,"Steam Achievements, Steam Trading Cards, Steam Workshop",Valve,windows;mac;linux,1.63,"Free to Play, Multiplayer, Zombies, Survival, MOBA"
156965566,"Steam Achievements, Steam Trading Cards, Single-player",2K;Aspyr Mac;Aspyr Linux,windows;mac;linux,14.492,"Multiplayer, Strategy, Turn-Based Strategy, Turn-Based, Sandbox"
26637363,"Single-player, Multi-player, Valve Anti-Cheat enabled",Valve,windows;mac;linux,7.19,"Action, FPS, Multiplayer"
197364659,"Multi-player, Steam Achievements, Steam Trading Cards",Valve,windows;mac;linux,5.163333333,"Multiplayer, FPS, Free to Play, Simulation, Open World"
55761025,"Single-player, Multi-player, Steam Achievements",Electronic Arts,windows,11.7072,"Action, FPS, Open World, Multiplayer, Free to Play"
166863117,"Steam Trading Cards, Single-player, Steam Achievements",Valve,windows,5.594827586,"Free to Play, Action, Open World, Multiplayer, Survival"
58761868,"Single-player, Steam Achievements, Multi-player",Bethesda Softworks,windows,13.41333333,"Strategy, RPG, FPS, Action, Simulation"
279218570,"Multi-player, Steam Trading Cards, Steam Workshop",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy, FPS, Multiplayer"
268252196,"Multi-player, In-App Purchases, Co-op",RETO MOTO,windows,0,"Free to Play, MOBA, Strategy, Multiplayer, World War II"
109961633,"Multi-player, Co-op, Valve Anti-Cheat enabled",Activision;Aspyr Mac,windows;mac,9.995,"Free to Play, MOBA, Strategy, Action, FPS"
174170835,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
91020997,"Single-player, Multi-player, Co-op",SEGA,windows,9.99,"Action, FPS, Aliens"
91027316,"Single-player, Multi-player, Steam Trading Cards",SEGA,windows;mac,29.99,"Strategy, Turn-Based Strategy, Historical"
241998525,"Single-player, Multi-player, Online Multi-Player",Re-Logic,windows;mac;linux,6.99,"Adventure, Sandbox, Survival"
153431729,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
246481939,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
30913209,"Multi-player, Steam Achievements, Single-player",Valve,windows;mac;linux,7.3612,"FPS, Action, Multiplayer, Free to Play, Co-op"
203494117,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
30172489,"Multi-player, Valve Anti-Cheat enabled, Steam Achievements",Activision,windows,22.85833333,"Action, FPS, Multiplayer, Free to Play, MOBA"
17894253,"Multi-player, Valve Anti-Cheat enabled, Co-op",Valve,windows;mac;linux,4.793333333,"Action, FPS, Multiplayer, Free to Play, MOBA"
70779914,"Multi-player, Steam Achievements, Steam Trading Cards",2K;Aspyr Mac;Aspyr Linux,windows;mac;linux,17.99,"Strategy, Turn-Based Strategy, Turn-Based, World War II, RTS"
181523262,"Single-player, Steam Achievements, Steam Trading Cards",Kalypso Media Digital,windows;mac,12.49,"Strategy, Simulation, City Builder"
229911,"Multi-player, Single-player, Valve Anti-Cheat enabled",Valve,windows;mac;linux,8.245333333,"FPS, Action, Multiplayer, Sci-fi, Free to Play"
161974027,"Single-player, MMO, Co-op",Gaijin Entertainment,windows;mac;linux,0,"Multiplayer, World War II, Free to Play"
209450381,"Multi-player, Single-player, Steam Achievements",Square Enix,windows;mac;linux,5.424285714,"Free to Play, Strategy, Sci-fi, RTS, Zombies"
19302548,"Steam Achievements, Valve Anti-Cheat enabled, Stats",Valve,windows;mac;linux,2.396666667,"FPS, Multiplayer, Shooter, Free to Play, Zombies"
277541086,"Single-player, Steam Achievements, Steam Trading Cards",Cosmic Cow LLC,windows,0,"Free to Play, Casual, Clicker, RPG, Anime"
112986636,"Steam Trading Cards, Single-player, Steam Achievements",Valve,windows;mac;linux,9.904444444,"Free to Play, Strategy, Simulation, City Builder, Open World"
32102983,"Single-player, Multi-player, Steam Achievements",Valve,windows;mac;linux,13.17454545,"Survival, Open World, Action, Zombies, FPS"
142754561,"Multi-player, In-App Purchases, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, Multiplayer, World War II, FPS, MOBA"
160749747,"Steam Trading Cards, Steam Workshop, Single-player",Bethesda Softworks,windows,4.995,"Fantasy, RPG, Open World, Free to Play, MOBA"
256766924,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
71510748,"Single-player, Steam Achievements, Steam Cloud",Valve,windows;mac;linux,9.128191489,"Indie, Action, Open World, Platformer, Multiplayer"
28472068,"Single-player, Steam Achievements, Multi-player",Rockstar Games,windows,8.920289855,"Action, FPS, Multiplayer, Open World, Classic"
124540027,"Multi-player, Co-op, Steam Trading Cards",Digital Extremes,windows,0,"Free to Play, MOBA, Strategy, Action, Co-op"
101142088,"Steam Achievements, Single-player, Steam Trading Cards",Gaijin Entertainment,windows,11.91769231,"Free to Play, RPG, Multiplayer, Action, FPS"
70075801,"Single-player, Multi-player, Co-op",Valve,windows;mac;linux,7.19,"FPS, Zombies, Co-op"
81245611,"Single-player, Steam Achievements, Captions available",Valve,windows;mac;linux,7.19,"Singleplayer, Puzzle, First-Person"
115290202,"Single-player, Steam Achievements, Full controller support",Amanita Design,windows;mac,7.99,"Puzzle, Adventure, Point & Click"
141162118,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
147279161,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
85333773,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
142775542,"Single-player, Steam Achievements, Steam Trading Cards",Valve,windows;mac;linux,11.20882353,"RPG, Adventure, Action, Turn-Based, Puzzle"
216915681,"Multi-player, Steam Achievements, Full controller support",Valve,windows;mac;linux,0,"FPS, Multiplayer, Shooter"
7907686,"Single-player, Steam Achievements, Steam Trading Cards",Valve,windows,13.65227273,"Action, Strategy, FPS, Open World, Simulation"
84487058,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
280664166,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
240551525,"Steam Trading Cards, In-App Purchases, Steam Achievements",Valve,windows;mac;linux,0.635454545,"Free to Play, Multiplayer, Zombies, Survival, Robots"
71870712,"Steam Achievements, Includes Source SDK, Steam Cloud",Valve,windows;mac;linux,8.83,"FPS, Action, Multiplayer, Story Rich, Sci-fi"
228505777,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
130547869,"Single-player, Steam Trading Cards, Steam Achievements",Bethesda Softworks,windows,13.741,"Open World, RPG, Survival, Strategy, Fantasy"
138135171,"Multi-player, Online Multi-Player, Steam Workshop",Bohemia Interactive,windows,33.99,"Zombies, Open World, Survival"
220525938,"Single-player, Partial Controller Support",United Independent Entertainment GmbH,windows,14.99,"Action, Simulation, Agriculture"
181584582,"Multi-player, Steam Trading Cards, Co-op",Re-Logic,windows;mac;linux,5.66,"Adventure, Free to Play, MOBA, Strategy, Action"
298449280,"Multi-player, Valve Anti-Cheat enabled",Valve,windows;mac;linux,3.99,"FPS, Multiplayer, World War II"
254382323,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
30454984,"Multi-player, Online Multi-Player, Local Multi-Player",Fistful of Frags Team,windows;mac;linux,3.595,"FPS, Multiplayer, Free to Play, Action"
216059509,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
169890700,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
27279261,"Single-player, Steam Achievements, Steam Trading Cards",Valve,windows;mac;linux,9.848955224,"Action, FPS, RPG, Co-op, Multiplayer"
191422617,"Single-player, Online Multi-Player, Online Co-op",Smartly Dressed Games,windows;mac;linux,0,"Free to Play, Zombies, Survival"
177976130,"Multi-player, Steam Trading Cards, Steam Workshop",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy, FPS, Multiplayer"
151331732,"Steam Achievements, Single-player, Multi-player",Sekai Project,windows;mac;linux,4.9975,"Free to Play, Anime, Visual Novel, FPS, Multiplayer"
224983017,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
100769089,"Steam Trading Cards, Steam Achievements, Multi-player",Valve,windows;mac;linux,3.711428571,"Free to Play, Multiplayer, FPS, Open World, Shooter"
66403743,"Multi-player, Valve Anti-Cheat enabled, Online Multi-Player",Valve,windows;mac;linux,5.59,"FPS, Multiplayer, Action, World War II"
306298588,"Single-player, Co-op, Steam Achievements",Robot Entertainment,windows,11.99,"Action, Co-op, Tower Defense"
91871147,"Steam Trading Cards, Multi-player, Steam Workshop",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy, Action, Open World"
138938057,"Multi-player, Steam Trading Cards, Steam Workshop",Valve,windows;mac;linux,0,"Free to Play, FPS, Multiplayer, MOBA, Strategy"
16720641,"Multi-player, Valve Anti-Cheat enabled, Co-op",Valve,windows;mac;linux,3.595,"Free to Play, MOBA, Strategy, Action, FPS"
232879561,"Steam Achievements, Steam Trading Cards, Single-player",2K;Aspyr Mac,windows;mac;linux,16.4925,"FPS, RPG, Multiplayer, Free to Play, Adventure"
120237789,"Single-player, Steam Achievements, Steam Trading Cards",Warner Bros. Interactive Entertainment,windows,17.57642857,"Action, Open World, Simulation, Multiplayer, Fighting"
157569705,"Multi-player, Steam Achievements, Full controller support",Valve,windows;mac;linux,0,"FPS, Multiplayer, Shooter"
197302969,"Single-player, Multi-player, Steam Achievements",2K;Aspyr Mac;Aspyr Linux,windows;mac;linux,19.99,"Strategy, Turn-Based Strategy, Turn-Based"
147131147,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
81151589,"Multi-player, Steam Trading Cards, Single-player",2K;Aspyr Mac;Aspyr Linux,windows;mac;linux,8.993333333,"Strategy, Free to Play, MOBA, Turn-Based Strategy, Turn-Based"
206346171,"Single-player, Co-op, Multi-player",505 Games,windows,10.17636364,"Free to Play, Survival, Zombies, Multiplayer, Early Access"
122538805,"Multi-player, Co-op, Steam Trading Cards","Masangsoft, Inc.",windows,0,"Free to Play, MOBA, Strategy, Action, Multiplayer"
193956726,"Online Multi-Player, In-App Purchases, Multi-player",Lever Games,windows,0,"Free to Play, Shooter, Early Access, Zombies, Survival"
32644336,"Single-player, Steam Achievements, Steam Cloud",Activision,windows,15.31388889,"Action, FPS, Sci-fi, Adventure, Stealth"
145247573,"Multi-player, Co-op, Steam Trading Cards",CI Games,windows,3.495,"Free to Play, MOBA, Strategy, Action, FPS"
198804975,"Single-player, Multi-player, Steam Achievements",505 Games,windows,2.7475,"Free to Play, Multiplayer, FPS, Strategy, Action"
162580876,"Multi-player, Online Multi-Player, MMO",Facepunch Studios,windows;mac,27.79,"Multiplayer, Survival, Crafting"
98221974,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
5949488,"Single-player, Steam Trading Cards, Steam Cloud",Valve,windows;mac;linux,4.314,"Free to Play, Action, FPS, Casual, Clicker"
81160212,"Single-player, Steam Achievements, Steam Cloud",Valve,windows;mac;linux,10.64826923,"Action, FPS, Strategy, RPG, Indie"
35177894,"Single-player, Full controller support, Multi-player",Valve,windows,11.12555556,"Action, Adventure, Third-Person Shooter, Female Protagonist, Open World"
279122638,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
130051338,"Multi-player, Steam Achievements, Steam Trading Cards",Valve,windows,4.661666667,"FPS, Action, Free to Play, Multiplayer, Open World"
23608098,"Multi-player, Steam Achievements, Single-player",Valve,windows;mac;linux,14.03882353,"Action, Multiplayer, FPS, Free to Play, Strategy"
112085262,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
35153301,"Single-player, Multi-player, Cross-Platform Multiplayer",Valve,windows;mac;linux,5.0925,"FPS, World War II, Action, Multiplayer, Strategy"
174805098,"Multi-player, Valve Anti-Cheat enabled, Includes Source SDK",Valve,windows;mac;linux,3.99,"Action, FPS, Multiplayer"
162179350,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
200086626,"Steam Trading Cards, In-App Purchases, Steam Workshop",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy, Action, Co-op"
206214102,"Multi-player, Steam Trading Cards, In-App Purchases",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy, FPS, Multiplayer"
291439350,"Single-player, Steam Achievements, Steam Trading Cards",Bethesda Softworks,windows,9.99,"Fantasy, RPG, Open World"
59264152,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
15841597,"Single-player, Multi-player, Valve Anti-Cheat enabled",Valve,windows;mac;linux,5.540833333,"Action, FPS, Multiplayer, Sci-fi, Singleplayer"
58411748,"Multi-player, Valve Anti-Cheat enabled, Online Multi-Player",Activision,windows,23.59,"Action, FPS, Multiplayer"
184750340,"Single-player, Multi-player, Steam Achievements",2K;Aspyr Mac;Aspyr Linux,windows;mac;linux,19.99,"Strategy, Turn-Based Strategy, Turn-Based"
256528415,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
175128094,"Single-player, Steam Achievements, Steam Trading Cards",SCS Software,windows;mac;linux,14.99,"Simulation, Open World, Driving"
62097332,"Multi-player, Valve Anti-Cheat enabled, Single-player",Valve,windows;mac;linux,9.053,"Action, FPS, Multiplayer, Free to Play, Zombies"
209985078,"Steam Trading Cards, Multi-player, Single-player",Valve,windows;mac;linux,8.693333333,"Strategy, Free to Play, MOBA, Zombies, Turn-Based Strategy"
178418547,"Steam Trading Cards, Steam Workshop, In-App Purchases",Smartly Dressed Games,windows;mac;linux,0,"Free to Play, MOBA, Strategy, Zombies, Survival"
92542467,"Steam Achievements, Partial Controller Support, Multi-player",Bethesda Softworks,windows,3.995,"FPS, Multiplayer, Free to Play, RPG, Open World"
146611097,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
198639468,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
294809452,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
159570497,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
67729331,"Single-player, Steam Achievements, Steam Trading Cards",Devolver Digital,windows,8.201470588,"Strategy, Free to Play, FPS, Multiplayer, Action"
37123018,"Multi-player, Online Multi-Player, Local Multi-Player",Valve,windows;mac;linux,7.19,"Action, FPS, Multiplayer"
105585767,"Single-player, Co-op, Steam Achievements",Codemasters,windows,10.99,"Simulation, Racing, Sports, Action, Open World"
92958887,"Steam Achievements, Single-player, Steam Cloud",Valve,windows;mac;linux,7.893076923,"Free to Play, Sandbox, Adventure, Puzzle, Indie"
167333229,"Steam Trading Cards, Steam Workshop, In-App Purchases",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy, Zombies, Survival"
245530835,"Single-player, Steam Achievements, Partial Controller Support",Krillbite Studio,windows;mac;linux,0,"Free to Play, Indie, Atmospheric"
143275153,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
277874860,"Steam Trading Cards, Steam Workshop, In-App Purchases",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy, Zombies, Survival"
259934836,"Single-player, Multi-player, MMO",NEXON Korea Corp. & NEXON America Inc.,windows,0,"Action, Free to Play, Hack and Slash"
163349712,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
103235293,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
26779878,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
185130561,"Steam Trading Cards, Steam Achievements, Single-player",Valve,windows;mac;linux,4.496666667,"Free to Play, MOBA, Strategy, Multiplayer, Sandbox"
295723032,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
246461215,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
257237771,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
169771622,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
2643609,"Multi-player, Single-player, Steam Achievements",Valve,windows;mac;linux,8.135217391,"FPS, Action, Multiplayer, Co-op, Free to Play"
91729217,"Multi-player, Valve Anti-Cheat enabled, Single-player",Valve,windows;mac;linux,13.079375,"Multiplayer, FPS, Action, Strategy, RPG"
225379182,"Multi-player, Steam Trading Cards, Steam Workshop",Valve,windows;mac;linux,0,"Free to Play, FPS, Multiplayer, MOBA, Strategy"
201355162,"Multi-player, Co-op, Steam Trading Cards",Digital Extremes,windows,0,"Free to Play, MOBA, Strategy, Action, Co-op"
103093573,"Multi-player, Valve Anti-Cheat enabled, Co-op",Valve,windows;mac;linux,2.396666667,"Free to Play, MOBA, Strategy, Action, FPS"
42043359,"Multi-player, Valve Anti-Cheat enabled, Single-player",Valve,windows;mac;linux,4.793333333,"FPS, Multiplayer, Action, Shooter"
172434236,"Steam Achievements, Steam Trading Cards, Single-player",Valve,windows;mac;linux,8.482222222,"Multiplayer, FPS, Funny, Simulation, Open World"
90272527,"Single-player, Steam Achievements, Steam Trading Cards",Valve,windows,9.39779661,"Action, Free to Play, FPS, RPG, Multiplayer"
246103765,"Single-player, Multi-player, Steam Achievements",Square Enix;Feral Interactive Mac;Feral Interactive Linux,windows;mac;linux,14.99,"Action, Adventure, Female Protagonist"
303712259,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
293787115,"Multi-player, Steam Achievements, Full controller support",Valve,windows;mac;linux,0,"FPS, Multiplayer, Shooter"
63157803,"Single-player, Multi-player, Steam Achievements",Valve,windows,8.91725,"Action, FPS, Multiplayer, Strategy, Co-op"
39403038,"Multi-player, Valve Anti-Cheat enabled, Steam Achievements",Valve,windows;mac;linux,4.314,"FPS, Free to Play, Multiplayer, MOBA, Strategy"
300488750,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
57368001,"Single-player, Steam Achievements, Multi-player",Valve,windows;mac;linux,8.953181818,"FPS, Free to Play, Action, Multiplayer, Co-op"
73564778,"Single-player, Steam Achievements, Full controller support",Valve,windows;mac;linux,11.86117647,"Action, FPS, Co-op, Story Rich, Adventure"
276374866,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
131610144,"Multi-player, Single-player, Steam Achievements",Valve,windows;mac;linux,11.12695652,"Multiplayer, FPS, Action, Open World, Free to Play"
247003548,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
174061897,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
143222174,"Single-player, Steam Achievements, Full controller support",Fullbright,windows;mac;linux,12.72333333,"FPS, Zombies, Co-op, Action, Adventure"
77446275,"Multi-player, Valve Anti-Cheat enabled, Steam Achievements",Valve,windows;mac;linux,6.433,"FPS, Multiplayer, Action, Strategy, Free to Play"
217391754,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
78707098,"Single-player, Steam Achievements, Steam Trading Cards",Kyle Seeley,windows;mac;linux,0,"Singleplayer, Free to Play, Story Rich"
109175936,"Multi-player, Single-player, Steam Achievements",Valve,windows;mac;linux,18.65,"FPS, Multiplayer, Zombies, Co-op, Open World"
59382844,"Single-player, Steam Achievements, Multi-player",Activision,windows,20.87352941,"Action, FPS, Multiplayer, Open World, Co-op"
209718563,"Multi-player, Co-op, Cross-Platform Multiplayer",Lever Games,windows;mac;linux,0,"Free to Play, Zombies, Survival"
167277296,"Single-player, Online Multi-Player, Online Co-op",Smartly Dressed Games,windows;mac;linux,0,"Free to Play, Zombies, Survival"
142011717,"Multi-player, Valve Anti-Cheat enabled, Co-op",Valve,windows;mac;linux,4.793333333,"Action, FPS, Multiplayer, Free to Play, MOBA"
54092998,"Single-player, Multi-player, Co-op",Runic Games,windows;mac;linux,14.99,"RPG, Hack and Slash, Action RPG"
120164786,"Single-player, Multi-player, Steam Achievements",Rockstar Games,windows,8.745,"Action, Open World, Multiplayer, Bowling, FPS"
287317468,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
42695514,"Single-player, Multi-player, Online Multi-Player",Fishing Planet LLC,windows;mac;linux,0,"Free to Play, Simulation, Fishing"
88116642,"Single-player, Steam Achievements, Steam Trading Cards",Bethesda Softworks,windows,9.99,"Fantasy, RPG, Open World"
247871700,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
200362041,"Single-player, Co-op, In-App Purchases",Digital Extremes,windows,0,"Free to Play, Action, Co-op, Multiplayer, World War II"
110104967,"Multi-player, Valve Anti-Cheat enabled, Co-op",Valve,windows;mac;linux,13.072,"FPS, Action, Multiplayer, Strategy, Funny"
274422668,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
219930123,"Multi-player, Steam Workshop, Single-player",Gearbox Publishing;Aspyr Mac,windows;mac,13.495,"Strategy, RTS, Space, Free to Play, MOBA"
61530197,"Single-player, Multi-player, Co-op",Activision;Aspyr Mac,windows;mac,19.99,"Action, FPS, Multiplayer"
64079170,"Single-player, Multi-player, Co-op",Valve,windows,4.793333333,"Co-op, FPS, Zombies, Action, Free to Play"
170904528,"Valve Anti-Cheat enabled, Multi-player, Steam Achievements",Valve,windows;mac;linux,2.396666667,"FPS, Multiplayer, Free to Play, Action, Shooter"
136668535,"Multi-player, Steam Trading Cards, Steam Workshop",Valve,windows;mac;linux,6.996,"Multiplayer, FPS, Free to Play, Shooter, Racing"
208815172,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
255042063,"Single-player, Online Multi-Player, Online Co-op",Smartly Dressed Games,windows;mac;linux,0,"Free to Play, Zombies, Survival"
177313747,"Multi-player, Steam Trading Cards, Valve Anti-Cheat enabled",Valve,windows;mac;linux,2.998,"Free to Play, MOBA, Strategy, FPS, Multiplayer"
144229102,"Single-player, Multi-player, Co-op",Capcom,windows,19.99,"Action, Zombies, Co-op"
218451030,"Multi-player, Steam Trading Cards, Steam Workshop",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy, FPS, Multiplayer"
198810299,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
139240080,"Single-player, Co-op, Steam Achievements",Daybreak Game Company,windows,10.99,"Action, FPS, Co-op"
206471743,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
52352692,"Multi-player, Valve Anti-Cheat enabled, Includes Source SDK",Valve,windows;mac;linux,2.795,"Action, FPS, Multiplayer, Free to Play, MOBA"
41324040,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,7.19,"Action, FPS, Multiplayer"
129081996,"Multi-player, Single-player, Steam Achievements",Valve,windows,9.05,"Free to Play, Strategy, RPG, Multiplayer, Turn-Based"
296979815,"Steam Trading Cards, Single-player, Steam Achievements",Codename Entertainment Inc.,windows,0,"Free to Play, RPG, Multiplayer, Casual, Clicker"
105788297,"Steam Trading Cards, Multi-player, Steam Achievements",Valve,windows;mac;linux,4.994285714,"Free to Play, Multiplayer, Action, Sandbox, Open World"
