user-id,top_categories,most_played_publisher,most_played_platform,average_spending,favorite_tags
151603712,"Steam Achievements, Single-player, Steam Trading Cards",Valve,windows;mac;linux,9.167727273,"Free to Play, RPG, Open World, FPS, Action"
59945701,"Single-player, Steam Trading Cards, Steam Achievements",SEGA,windows,10.14636364,"Strategy, Fighting, 2D Fighter, Action, RPG"
53875128,"Single-player, Steam Achievements, Steam Cloud",Ubisoft,windows;mac;linux,10.85175676,"Indie, Action, Open World, Platformer, Strategy"
26122540,"Multi-player, Valve Anti-Cheat enabled, Steam Achievements",Valve,windows;mac;linux,12.39166667,"FPS, Multiplayer, Action, Free to Play, Co-op"
197278511,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
150128162,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
197455089,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
63024728,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
297811211,"Valve Anti-Cheat enabled, Steam Achievements, Steam Workshop",Studio Wildcard,windows;mac;linux,22.495,"Multiplayer, Open World, Survival, FPS, Free to Play"
76933274,"Single-player, Online Multi-Player, Online Co-op",Smartly Dressed Games,windows;mac;linux,0,"Free to Play, Zombies, Survival"
218323237,"Multi-player, Single-player, Co-op",Valve,windows;mac;linux,4.996666667,"Action, Free to Play, Co-op, MOBA, Strategy"
126340495,"Steam Achievements, Multi-player, Steam Trading Cards",Valve,windows;mac;linux,6.102857143,"Free to Play, Multiplayer, FPS, Action, MOBA"
194895541,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
159538705,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
208649703,"Multi-player, Steam Trading Cards, Steam Workshop",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy, FPS, Multiplayer"
195071563,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
254906420,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
247160953,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
308653033,"Steam Trading Cards, Steam Workshop, In-App Purchases",Smartly Dressed Games,windows;mac;linux,0,"Free to Play, MOBA, Strategy, Zombies, Survival"
197902002,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
97298878,"Single-player, Steam Achievements, Steam Trading Cards",Electronic Arts,windows;mac;linux,7.891333333,"Indie, Action, Puzzle, Casual, Open World"
173909336,"Multi-player, Steam Achievements, Single-player",Little Orbit,windows,0,"Action, Free to Play, FPS, Open World"
219509107,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
202906503,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
92107940,"Single-player, Steam Achievements, Steam Trading Cards",Devolver Digital,windows;mac;linux,8.657777778,"Funny, Action, Great Soundtrack, Free to Play, MOBA"
233558010,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
99189757,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
30695285,"Multi-player, Valve Anti-Cheat enabled, Single-player",Valve,windows;mac;linux,7.19,"Action, FPS, Multiplayer"
201069271,"Single-player, Steam Achievements, Full controller support",Warner Bros. Interactive Entertainment;Feral Interactive Mac;Feral Interactive Linux,windows;mac;linux,15.99,"Action, Open World, Post-apocalyptic"
48845802,"Multi-player, Valve Anti-Cheat enabled, Single-player",Valve,windows;mac;linux,8.852,"Action, FPS, Multiplayer, Co-op, Free to Play"
226212066,"Steam Achievements, Steam Trading Cards, Multi-player",Valve,windows;mac;linux,1.81,"Free to Play, Multiplayer, FPS, Survival, Shooter"
221430493,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
62923086,"Multi-player, Online Multi-Player, Local Multi-Player",Valve,windows;mac;linux,7.19,"Action, FPS, Multiplayer"
250006052,"Single-player, Steam Achievements, Steam Trading Cards",Bethesda Softworks,windows,16.69,"Fantasy, RPG, Open World, Simulation, Racing"
65117175,"Single-player, Steam Achievements, Full controller support",Double Fine Productions,windows;mac;linux,7.4675,"Indie, Puzzle, Casual, Adventure, Action"
144004384,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
236557903,"Steam Trading Cards, In-App Purchases, Multi-player",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy, FPS, Multiplayer"
11373749,"Single-player, Steam Achievements, Steam Cloud",Valve,windows;mac;linux,9.048943662,"Indie, Action, Adventure, Puzzle, Casual"
187851224,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
192921532,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
54103616,"Single-player, Multi-player, Steam Achievements",Valve,windows;mac;linux,6.64,"FPS, Multiplayer, Action, Co-op, Free to Play"
298547051,"Multi-player, Steam Trading Cards, Steam Workshop",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy, Multiplayer, FPS"
264253640,"Multi-player, Co-op, Steam Trading Cards",Cybertime System,windows,0.131666667,"Free to Play, MOBA, Strategy, RPG, Adventure"
230599183,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
280061602,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
38763767,"Single-player, Steam Achievements, Full controller support",Konami Digital Entertainment,windows,12.09,"Action, Stealth, Short, FPS, Multiplayer"
164543231,"Steam Achievements, Multi-player, Steam Trading Cards",Valve,windows;mac;linux,2.441111111,"Free to Play, Multiplayer, FPS, Zombies, Survival"
211277578,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
163617342,"Multi-player, Steam Trading Cards, Steam Workshop",Valve,windows;mac;linux,0.998571429,"Free to Play, Multiplayer, FPS, Shooter, Simulation"
196354657,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
298389371,"Multi-player, Steam Trading Cards, Steam Workshop",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy, FPS, Multiplayer"
27543430,"Single-player, Multi-player",Warner Bros. Interactive Entertainment,windows,9.99,"Action, FPS, Horror"
119410870,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
243440565,"Multi-player, Steam Achievements, Steam Trading Cards",Nexon Korea Corporation,windows,0,"Multiplayer, Free to Play, FPS, Zombies"
157694162,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
154868247,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
263856756,"Single-player, Multi-player, Steam Achievements",Rockstar Games,windows,24.99,"Action, Multiplayer, Open World"
126656629,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
197821092,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
294797577,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
228507886,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
272425320,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
49769103,"Multi-player, Steam Achievements, Steam Cloud",Activision;Aspyr Mac,windows,11.72333333,"Action, FPS, Multiplayer, Simulation, Military"
202742019,"Single-player, Multi-player, Co-op",Valve,windows;mac;linux,7.19,"FPS, Zombies, Co-op"
65758675,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
300601393,"Multi-player, Steam Achievements, Full controller support",Valve,windows;mac;linux,0,"FPS, Multiplayer, Shooter"
109278470,"Steam Achievements, Steam Trading Cards, Steam Workshop",Valve,windows;mac;linux,5.195,"FPS, Multiplayer, Simulation, Open World, Driving"
197509386,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
92842632,"Multi-player, Steam Achievements, Steam Workshop",Torn Banner Studios,windows;mac;linux,9.66,"Multiplayer, FPS, Free to Play, Co-op, RPG"
5270060,"Multi-player, Valve Anti-Cheat enabled, Steam Achievements",Valve,windows;mac;linux,6.872,"FPS, Multiplayer, Action, Free to Play, Sci-fi"
171847029,"Multi-player, Steam Achievements, Single-player",Bohemia Interactive,windows,9.760666667,"Multiplayer, Action, Open World, Free to Play, FPS"
64350600,"Multi-player, Steam Workshop, Single-player",Valve,windows;mac;linux,2.936,"Free to Play, Multiplayer, FPS, Zombies, MOBA"
117217039,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
93085014,"Single-player, Multi-player, Steam Trading Cards",SEGA,windows;mac,29.99,"Strategy, Turn-Based Strategy, Historical"
180331040,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
180596443,"Single-player, Steam Achievements, Steam Trading Cards",11 bit studios,windows,6.49,"Indie, Action, FPS, Co-op, Puzzle"
150103338,"Single-player, Multi-player, Cross-Platform Multiplayer",2K;Feral Interactive Mac;Feral Interactive Linux,windows;mac;linux,14.99,"Strategy, Turn-Based Strategy, Tactical"
289573472,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
92173524,"Single-player, Steam Achievements, Steam Trading Cards",Iceberg Interactive,windows,20.99,"RPG, Simulation, Space, Hack and Slash, Action RPG"
151229648,"Steam Trading Cards, Steam Achievements, Multi-player",Electronic Arts,windows,7.771176471,"Free to Play, FPS, Co-op, RPG, Survival"
253773352,"Single-player, Online Multi-Player, Online Co-op",Smartly Dressed Games,windows;mac;linux,0,"Free to Play, Zombies, Survival"
243036117,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
56038151,"Single-player, Steam Achievements, Steam Trading Cards",Valve,windows;mac;linux,10.0525,"Action, Strategy, Indie, Puzzle, FPS"
124884511,"Steam Trading Cards, Steam Workshop, In-App Purchases",Smartly Dressed Games,windows;mac;linux,0,"Free to Play, MOBA, Strategy, Zombies, Survival"
148928721,"Steam Achievements, Steam Trading Cards, Multi-player",Valve,windows;mac;linux,3.62125,"Multiplayer, Free to Play, FPS, MOBA, Action"
46759859,"Multi-player, Valve Anti-Cheat enabled, Co-op",Valve,windows;mac;linux,4.5925,"FPS, Multiplayer, Action, Free to Play, MOBA"
268158408,"Single-player, Online Multi-Player, Online Co-op",Smartly Dressed Games,windows;mac;linux,0,"Free to Play, Zombies, Survival"
257377008,"Multi-player, Steam Trading Cards, Steam Achievements",Activision,windows,13.33,"FPS, Multiplayer, Shooter, Free to Play, Action"
202092286,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
136554467,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,3.495,"Multiplayer, Sandbox, Funny, Free to Play, MOBA"
185040259,"Multi-player, Steam Achievements, Full controller support",Valve,windows;mac;linux,0,"FPS, Multiplayer, Shooter"
287943546,"Multi-player, Steam Trading Cards, Single-player",SEGA,windows;mac,14.995,"Strategy, Turn-Based Strategy, Historical, FPS, Multiplayer"
189191657,"Multi-player, In-App Purchases, Steam Achievements",Valve,windows;mac;linux,0,"Free to Play, Robots, Multiplayer, MOBA, Strategy"
57234698,"Multi-player, Co-op, Steam Trading Cards",Runic Games,windows;mac,5.495,"Free to Play, MOBA, Strategy, RPG, Hack and Slash"
55446861,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,7.19,"Action, FPS, Multiplayer"
2428602,"Multi-player, Valve Anti-Cheat enabled, Co-op",Valve,windows;mac;linux,3.595,"Free to Play, MOBA, Strategy, Action, FPS"
252438345,"Multi-player, Co-op, Single-player",Lever Games,windows;mac;linux,7.495,"Strategy, RTS, Warhammer 40K, Free to Play, Zombies"
272820556,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
9544834,"Multi-player, Valve Anti-Cheat enabled, Online Multi-Player",Valve,windows;mac;linux,5.056666667,"Action, FPS, Multiplayer, Sci-fi"
32592631,"Single-player, Steam Achievements, Multi-player",2K,windows;mac,25.99,"Action, FPS, Multiplayer, Open World, Survival"
57103808,"Multi-player, Single-player, Steam Achievements",Valve,windows;mac;linux,10.43918367,"Strategy, Action, FPS, RTS, Free to Play"
197172884,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
242349023,"Steam Trading Cards, Steam Workshop, In-App Purchases",Smartly Dressed Games,windows;mac;linux,0,"Free to Play, Zombies, Survival, MOBA, Strategy"
63276972,"Steam Achievements, Single-player, Steam Trading Cards",Valve,windows;mac;linux,12.938,"Simulation, Strategy, FPS, City Builder, Multiplayer"
92342574,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
87445402,"Single-player, Steam Achievements, Full controller support",Bethesda Softworks,windows,18.32333333,"Open World, Post-apocalyptic, Exploration, Action, Stealth"
248613483,"Steam Cloud, Multi-player, Steam Achievements",800 North and Digital Ranch,windows,19.24,"Multiplayer, Action, Dinosaurs, Open World, Survival"
107948398,"Single-player, Multi-player, Steam Trading Cards",Microsoft Studios,windows,24.99,"Strategy, RTS, Base-Building, Action, Warhammer 40K"
226130045,"Multi-player, Steam Trading Cards, In-App Purchases",Perfect World Entertainment,windows,0,"Free to Play, FPS, Multiplayer, RPG, MMORPG"
164591420,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
171982044,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
187533357,"Multi-player, Valve Anti-Cheat enabled, Co-op",Eugen Systems,windows;mac;linux,3.995,"Strategy, Free to Play, MOBA, RTS, Military"
94088853,"Single-player, Steam Achievements, Steam Trading Cards",2K;Aspyr Mac;Aspyr Linux,windows,10.6265,"RPG, Strategy, Action, Open World, FPS"
48058475,"Multi-player, Steam Achievements, Stats",Valve,windows;mac;linux,5.9675,"FPS, Action, Multiplayer, Free to Play, Co-op"
170095814,"Steam Trading Cards, Steam Achievements, Multi-player",Gaijin Entertainment,windows;mac;linux,1.499,"Free to Play, Action, Adventure, MMORPG, FPS"
212751581,"Steam Achievements, Steam Trading Cards, Steam Workshop",Smartly Dressed Games,windows;mac;linux,0,"FPS, Multiplayer, Shooter, Free to Play, Zombies"
31887051,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
116085629,"Single-player, Steam Achievements, Steam Trading Cards",Bethesda Softworks,windows,9.99,"Fantasy, RPG, Open World"
106238372,"Single-player, Steam Achievements, Steam Trading Cards",XSEED Games,windows,12.99,"RPG, Great Soundtrack, JRPG"
217834203,"Single-player, Steam Achievements, Full controller support",Microsoft Studios,windows;mac;linux,11.99,"Action, Indie, Platformer"
248444377,"Steam Trading Cards, Steam Achievements, Multi-player",Valve,windows;mac;linux,1.796,"Free to Play, Multiplayer, MOBA, Strategy, Sandbox"
25941262,"Multi-player, Valve Anti-Cheat enabled, Cross-Platform Multiplayer",Valve,windows;mac;linux,7.19,"Action, FPS, Multiplayer"
148510973,"Steam Achievements, Steam Trading Cards, Single-player",Valve,windows;mac;linux,9.939333333,"Multiplayer, Open World, FPS, Free to Play, Zombies"
64369759,"Single-player, Steam Achievements, Steam Cloud",Valve,windows,11.50434783,"Action, Adventure, RPG, Female Protagonist, LEGO"
289893544,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
223827574,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
210778610,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
173857208,"Multi-player, MMO, Steam Achievements",Daybreak Game Company,windows,0,"Free to Play, Massively Multiplayer, Superhero"
9823354,"Single-player, Steam Achievements, Steam Cloud",Valve,windows;mac;linux,12.93085106,"Strategy, Action, FPS, Sci-fi, Horror"
226033921,"Multi-player, Steam Trading Cards, Co-op",Valve,windows,6.2475,"Free to Play, Strategy, MOBA, Action, Multiplayer"
141593973,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
174965596,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
100519466,"Steam Achievements, Single-player, Steam Trading Cards",Valve,windows,10.083,"Action, Free to Play, Multiplayer, Open World, FPS"
107886872,"Single-player, Multi-player, Co-op",Valve,windows;mac;linux,7.19,"FPS, Zombies, Co-op"
180789959,"Steam Trading Cards, Steam Achievements, Steam Workshop",Valve,windows;mac;linux,7.495,"Free to Play, FPS, RPG, MOBA, Strategy"
155997063,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
168031436,"Single-player, Steam Achievements, Steam Trading Cards",Bethesda Softworks,windows,7.3925,"Action, Multiplayer, RPG, Open World, Free to Play"
181269219,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
162543176,"Steam Achievements, Steam Trading Cards, Single-player",Valve,windows;mac;linux,7.826666667,"FPS, Multiplayer, Sandbox, Action, Open World"
95898619,"Multi-player, Valve Anti-Cheat enabled, Steam Achievements",Valve,windows;mac;linux,5.972,"Action, FPS, Multiplayer, Shooter, Stealth"
185685666,"Single-player, Online Multi-Player, Online Co-op",Smartly Dressed Games,windows;mac;linux,0,"Free to Play, Zombies, Survival"
308280913,"Multi-player, Online Multi-Player, MMO",Freejam,windows;mac;linux,0,"Free to Play, Building, Robots"
69857045,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
215492239,"Single-player, Steam Achievements, Partial Controller Support",2K;Feral Interactive Mac,windows;mac,19.99,"Action, Open World, Crime"
16167221,"Single-player, Steam Trading Cards, Steam Achievements",Valve,windows;mac;linux,5.993157895,"Action, FPS, Free to Play, Multiplayer, Sci-fi"
19586574,"Single-player, Steam Achievements, Multi-player",Valve,windows;mac;linux,7.828235294,"Action, FPS, Multiplayer, Free to Play, Puzzle"
200759485,"Multi-player, Valve Anti-Cheat enabled, Online Multi-Player",Valve,windows;mac;linux,3.595,"Action, FPS, Multiplayer, Free to Play, MOBA"
213909719,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
219446813,"Steam Trading Cards, Single-player, Steam Achievements",Edmund McMillen,windows;mac,1.995,"Indie, Rogue-like, Replay Value, Free to Play, MOBA"
41883322,"Single-player, Steam Achievements, Steam Cloud",SEGA,windows,16.79,"Action, RPG, Strategy, Warhammer 40K, Third-Person Shooter"
186333740,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
237047627,"Steam Trading Cards, In-App Purchases, Multi-player",Novalink,windows,0,"Free to Play, MOBA, Strategy, Shooter, Early Access"
307663333,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
99017037,"Single-player, Multi-player, Co-op",THQ Nordic,windows,15.99,"Action, FPS, Open World, Strategy, RPG"
170491009,"Single-player, Steam Trading Cards, Multi-player",Ubisoft,windows;mac;linux,14.15944444,"Multiplayer, FPS, Free to Play, Open World, Action"
195459356,"Single-player, Multi-player, Co-op",Bohemia Interactive,windows,11.99,"Action, Simulation, Military"
30280104,"Multi-player, Valve Anti-Cheat enabled, Includes Source SDK",Valve,windows;mac;linux,3.726666667,"Action, FPS, Multiplayer, Free to Play, MOBA"
64365339,"Multi-player, Co-op, Valve Anti-Cheat enabled",Activision;Aspyr Mac,windows;mac,9.995,"Free to Play, MOBA, Strategy, Action, FPS"
103669953,"Single-player, Steam Achievements, Captions available",Valve,windows;mac;linux,11.12333333,"Puzzle, First-Person, Singleplayer, Co-op, Adventure"
103360,"Single-player, Steam Achievements, Full controller support",Playdead,windows;mac;linux,6.99,"Puzzle, Indie, Platformer"
237275985,"Single-player, Steam Achievements, Steam Trading Cards",SCS Software,windows;mac;linux,14.99,"Simulation, Open World, Driving"
178709401,"Multi-player, Steam Achievements, Full controller support",Valve,windows;mac;linux,0,"FPS, Multiplayer, Shooter"
198156213,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
76216184,"Single-player, Steam Achievements, Steam Trading Cards",Bethesda Softworks,windows,9.99,"Fantasy, RPG, Open World"
212284721,"Single-player, Multi-player, Co-op",Kalypso Media Digital,windows,3.99,"Strategy, Stealth, Tactical"
20321898,"Multi-player, Valve Anti-Cheat enabled, Co-op",Valve,windows;mac;linux,3.595,"Free to Play, MOBA, Strategy, Action, FPS"
48239695,"Single-player, Steam Achievements, Partial Controller Support",Valve,windows;mac;linux,8.99,"Action, FPS, Sci-fi, Strategy, Turn-Based Strategy"
293463755,"Multi-player, Steam Trading Cards, Single-player",Kalypso Media Digital,windows;mac;linux,19.392,"Strategy, Simulation, City Builder, Free to Play, MOBA"
131227694,"Steam Trading Cards, Multi-player, Steam Achievements",Valve,windows;mac;linux,10.49285714,"FPS, Multiplayer, Co-op, Strategy, Shooter"
150751526,"Multi-player, Steam Achievements, Steam Trading Cards",Valve,windows;mac;linux,3.267058824,"Free to Play, Multiplayer, Action, Co-op, FPS"
249165768,"Multi-player, Valve Anti-Cheat enabled, Steam Trading Cards",Valve,windows;mac;linux,6.195,"FPS, Multiplayer, Free to Play, MOBA, Strategy"
239478937,"Single-player, Multi-player",Paradox Interactive,windows,7.99,"Strategy, Fantasy, RPG"
83851086,"Single-player, Online Multi-Player, Online Co-op",Smartly Dressed Games,windows;mac;linux,0,"Free to Play, Zombies, Survival"
145658798,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
210669058,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
130280718,"Steam Trading Cards, Multi-player, Steam Achievements",Valve,windows;mac;linux,7.841538462,"Free to Play, FPS, Multiplayer, Survival, MOBA"
81569401,"Multi-player, Online Multi-Player, Local Multi-Player",Valve,windows;mac;linux,7.19,"Action, FPS, Multiplayer"
108601099,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
108560573,"Single-player, Multi-player, Steam Achievements",CI Games,windows,4.326666667,"Action, FPS, Sniper, Free to Play, RPG"
65716118,"Multi-player, Single-player, Steam Achievements",Valve,windows;mac;linux,10.955,"Action, FPS, Multiplayer, Strategy, Free to Play"
58237510,"Multi-player, Co-op, Steam Trading Cards",Rockstar Games,windows,9.995,"Free to Play, MOBA, Strategy, Action, Open World"
113308351,"Single-player, Multi-player, Co-op",Activision;Aspyr Mac,windows;mac,19.99,"Action, FPS, Multiplayer"
200538601,"Single-player, Multi-player, Steam Achievements",2K;Aspyr Mac;Aspyr Linux,windows;mac;linux,19.99,"Strategy, Turn-Based Strategy, Turn-Based"
303326013,"Single-player, Multi-player, Co-op",Valve,windows;mac;linux,6.99,"Multiplayer, Sandbox, Funny"
154210162,"Multi-player, Steam Trading Cards",Novalink,windows,0,"FPS, Free to Play, Early Access"
146463817,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
303693006,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
98152188,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
231450817,"Steam Trading Cards, Steam Workshop, Single-player",Bethesda Softworks,windows,4.995,"Fantasy, RPG, Open World, Free to Play, MOBA"
162649407,"Single-player, Steam Achievements, Partial Controller Support",Valve,windows;mac;linux,11.09,"Action, Open World, FPS, Multiplayer, Fantasy"
246892835,"Steam Trading Cards, Steam Workshop, In-App Purchases",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy, Zombies, Survival"
288856904,"Single-player, Steam Achievements",Proton Studio Inc,windows;mac;linux,0,"Free to Play, Casual, Clicker"
75228114,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
36553207,"Multi-player, Steam Achievements, Valve Anti-Cheat enabled",Activision,windows,18.59,"Action, FPS, Zombies, Multiplayer"
70165453,"Single-player, Multi-player, Co-op",Codemasters,windows,14.99,"Simulation, Racing, Sports"
143693450,"Single-player, Multi-player, Steam Achievements",Deep Silver,windows,14.99,"Action, FPS, Multiplayer"
139955299,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
136021775,"Multi-player, Co-op, Steam Trading Cards",Bohemia Interactive,windows,14.31,"Multiplayer, Free to Play, Survival, Simulation, Military"
39446138,"Single-player, Steam Achievements, Full controller support",Coffee Stain Publishing,windows;mac;linux,8.09,"Puzzle, Indie, Platformer, First-Person, Co-op"
215540943,"Steam Trading Cards, Multi-player, Steam Achievements",Valve,windows;mac;linux,4.27125,"FPS, Multiplayer, Free to Play, Co-op, Adventure"
81743539,"Multi-player, Partial Controller Support, Single-player",Valve,windows;mac;linux,11.0925,"FPS, Action, Multiplayer, Free to Play, Classic"
128790593,"Steam Achievements, Steam Trading Cards, Multi-player",Valve,windows,8.295,"Multiplayer, Free to Play, RPG, FPS, Action"
198346312,"Single-player, Steam Achievements, Steam Cloud",2K;Aspyr Mac;Aspyr Linux,windows;mac;linux,16.80333333,"Action, Sandbox, FPS, Co-op, Adventure"
169218314,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
252016836,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
97913360,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
124777563,"Multi-player, Cross-Platform Multiplayer, Steam Achievements",Valve,windows;mac;linux,0,"FPS, Multiplayer, Free to Play"
88919723,"Multi-player, Co-op, Steam Trading Cards",Valve,windows;mac;linux,0,"Free to Play, MOBA, Strategy"
26802825,"Single-player, Steam Cloud, Steam Achievements",Warner Bros. Interactive Entertainment,windows,8.412222222,"Action, FPS, Adventure, Co-op, Open World"
